spikeRate,correctOrIncorrect,mouseID,plusOrMinus,spikeRateForWholeRec
0.0625,1,6026,1,0.0178233412088143
0.03125,1,6026,1,0.0460436314561036
0.15625,1,6026,1,0.0698080864011893
0.0625,1,6026,1,0.0460436314561036
0.125,1,6026,1,0.0430730745879679
0,1,6026,1,0.00148527843406786
0,1,6026,1,0.0118822274725429
0,1,6026,1,0.00742639217033929
0,1,6026,1,0.0356466824176286
0.0625,1,6026,1,0.0326761255494929
0,1,6026,1,0.00148527843406786
0.0208333333333333,1,6027,1,0.0103241680968602
0.0208333333333333,1,6027,1,0.0265478608204975
0.0208333333333333,1,6027,1,0.00884928694016585
0,1,6027,1,0.00884928694016585
0.0208333333333333,1,6027,1,0.0132739304102488
0,1,6027,1,0.00737440578347154
0,1,6027,1,0.0103241680968602
0.0208333333333333,1,6027,1,0.0250729796638032
0,1,6027,1,0.00442464347008292
0,1,6027,1,0.00294976231338862
0,1,6027,1,0.00442464347008292
0,1,6027,1,0.0412966723874406
0,1,6027,1,0.00294976231338862
0,1,6027,1,0.0162236927236374
0.0208333333333333,1,6027,1,0.0132739304102488
0,1,6027,1,0.00442464347008292
0,1,6027,1,0.00147488115669431
0,1,6027,1,0.00294976231338862
0,1,6027,1,0.0280227419771918
0,1,6027,1,0.00147488115669431
0,1,6027,1,0.00294976231338862
0,1,6027,1,0.00294976231338862
0,1,6027,1,0.00884928694016585
0.0416666666666667,1,6027,1,0.0103241680968602
0.0416666666666667,1,6027,1,0.0398217912307463
0.0416666666666667,1,6027,1,0.0250729796638032
0.0208333333333333,1,6027,1,0.00884928694016585
0.0208333333333333,1,6027,1,0.0486710781709122
0,1,6027,1,0.0147488115669431
0.208333333333333,1,6027,1,0.0486710781709122
0.0416666666666667,1,6027,1,0.0309725042905805
0.0625,1,6027,1,0.0294976231338862
0.0416666666666667,1,6027,1,0.0147488115669431
0.0833333333333333,1,6027,1,0.0339222666039691
0,1,6027,1,0.00589952462677723
0,1,6027,1,0.00589952462677723
0,1,6027,1,0.0235980985071089
0.0416666666666667,1,6027,1,0.0132739304102488
0,1,6027,1,0.00147488115669431
0.0416666666666667,1,6027,1,0.0147488115669431
0,1,6027,1,0.00294976231338862
0,1,6027,1,0.00589952462677723
0,1,6027,1,0.00589952462677723
0,1,6027,1,0.00147488115669431
0.0625,1,6027,1,0.0825933447748812
0,1,6027,1,0.00294976231338862
0.0625,1,6027,1,0.0398217912307463
0.0208333333333333,1,6027,1,0.0103241680968602
0,1,6027,1,0.00147488115669431
0.0208333333333333,1,6027,1,0.00884928694016585
0,1,6027,1,0.00294976231338862
0.125,1,6027,1,0.109141205595379
0,1,6027,1,0.00147488115669431
0,1,6027,1,0.00294976231338862
0,1,6027,1,0.00147488115669431
0.0208333333333333,1,6027,1,0.00589952462677723
0,1,6027,1,0.00589952462677723
0,1,6027,1,0.0235980985071089
0,1,6027,1,0.0176985738803317
0,1,6027,1,0.0235980985071089
0,1,6027,1,0.019173455037026
0.0208333333333333,1,6027,1,0.0560454839543837
0.0208333333333333,1,6027,1,0.0486710781709122
0,1,6027,1,0.00147488115669431
0.0625,1,6027,1,0.0176985738803317
0.0416666666666667,1,6027,1,0.0162236927236374
0.0208333333333333,1,6027,1,0.0280227419771918
0.0208333333333333,1,6027,1,0.0206483361937203
0,1,6027,1,0.00147488115669431
0,1,6027,1,0.00442464347008292
0.0208333333333333,1,6027,1,0.00589952462677723
0.0208333333333333,1,6027,1,0.00442464347008292
0.0208333333333333,1,6027,1,0.00147488115669431
0,1,6027,1,0.00737440578347154
0.0625,1,6027,1,0.0280227419771918
0,1,6027,1,0.00294976231338862
0,1,6027,1,0.00147488115669431
0,1,6027,1,0.0339222666039691
0,1,6027,1,0.00442464347008292
0,1,6027,1,0.00147488115669431
0.0208333333333333,1,6027,1,0.0206483361937203
0,1,6027,1,0.00884928694016585
0.229166666666667,1,6027,1,0.0560454839543837
0.0416666666666667,1,6027,1,0.0280227419771918
0.0208333333333333,1,6027,1,0.0103241680968602
0.125,1,6027,1,0.0516208404843008
0,1,6027,1,0.0265478608204975
0,1,6027,1,0.00147488115669431
0,1,6027,1,0.00147488115669431
0,1,6027,1,0.00884928694016585
0.0208333333333333,1,6027,1,0.00442464347008292
0.0208333333333333,1,6027,1,0.00442464347008292
0,1,6027,1,0.00737440578347154
0,1,6027,1,0.00737440578347154
0.0208333333333333,1,6027,1,0.0162236927236374
0,1,6027,1,0.00294976231338862
0,1,6027,1,0.00147488115669431
0,1,6027,1,0.00147488115669431
0,1,6027,1,0.00294976231338862
0,1,6027,1,0.0147488115669431
0,1,6027,1,0.00294976231338862
0,1,6027,1,0.00147488115669431
0,1,6027,1,0.00147488115669431
0,1,6027,1,0.00737440578347154
0.0208333333333333,1,6027,1,0.0103241680968602
0.0208333333333333,1,6027,1,0.0398217912307463
0,1,6027,1,0.00147488115669431
0.0208333333333333,1,6027,1,0.0545706027976894
0.0625,1,6027,1,0.0176985738803317
0,1,6027,1,0.00884928694016585
0.0208333333333333,1,6027,1,0.0619450085811609
0,1,6027,1,0.0221232173504146
0,1,6027,1,0.00294976231338862
0,1,6027,1,0.00294976231338862
0.0416666666666667,1,6027,1,0.0339222666039691
0.0208333333333333,1,6027,1,0.0221232173504146
0,1,6027,1,0.00147488115669431
0.0833333333333333,1,6027,1,0.019173455037026
0.0625,1,6027,1,0.019173455037026
0.0416666666666667,1,6027,1,0.0117990492535545
0,1,6027,1,0.0176985738803317
0.0416666666666667,1,6027,1,0.0103241680968602
0,1,6027,1,0.00147488115669431
0,1,6027,1,0.0339222666039691
0.0208333333333333,1,6027,1,0.0250729796638032
0.229166666666667,1,6027,1,0.104716562125296
0,1,6027,1,0.00737440578347154
0.104166666666667,1,6027,1,0.0368720289173577
0,1,6027,1,0.0250729796638032
0.0208333333333333,1,6027,1,0.0309725042905805
0.0208333333333333,1,6027,1,0.00442464347008292
0.125,1,6027,1,0.0368720289173577
0,1,6027,1,0.00884928694016585
0,1,6027,1,0.00737440578347154
0.0416666666666667,1,6027,1,0.0353971477606634
0.0208333333333333,1,6027,1,0.0147488115669431
0,1,6027,1,0.00294976231338862
0.0416666666666667,1,6027,1,0.0206483361937203
0.0208333333333333,1,6027,1,0.00294976231338862
0.0416666666666667,1,6027,1,0.0132739304102488
0,1,6027,1,0.00147488115669431
0.125,1,6027,1,0.038346910074052
0.0416666666666667,1,6027,1,0.0339222666039691
0,1,6027,1,0.0265478608204975
0.0416666666666667,1,6027,1,0.0471961970142178
0.1875,1,6027,1,0.0796435824614926
0.0416666666666667,1,6027,1,0.038346910074052
0,1,6027,1,0.00294976231338862
0.0208333333333333,1,6027,1,0.0221232173504146
0,1,6027,1,0.0206483361937203
0,1,6027,1,0.0147488115669431
0.0208333333333333,1,6027,1,0.0117990492535545
0.25,1,6027,1,0.0457213158575235
0.0208333333333333,1,6027,1,0.0265478608204975
0.0833333333333333,1,6027,1,0.0309725042905805
0,1,6027,1,0.00147488115669431
0.0625,1,6027,1,0.0265478608204975
0.0208333333333333,1,6027,1,0.0280227419771918
0.0416666666666667,1,6027,1,0.0353971477606634
0.0208333333333333,1,6027,1,0.0117990492535545
0,1,6027,1,0.00294976231338862
0,1,6027,1,0.0132739304102488
0,1,6027,1,0.0412966723874406
0.145833333333333,1,6027,1,0.0516208404843008
0.0416666666666667,1,6027,1,0.0545706027976894
0,1,6027,1,0.00294976231338862
0.0208333333333333,1,6027,1,0.0442464347008292
0,1,6027,1,0.00147488115669431
0,1,6027,1,0.0294976231338862
0.0208333333333333,1,6027,1,0.00737440578347154
0,1,6027,1,0.0132739304102488
0,1,6027,1,0.00147488115669431
0,1,6027,1,0.00442464347008292
0.145833333333333,1,6027,1,0.0530957216409951
0.0833333333333333,1,6027,1,0.0339222666039691
0.0416666666666667,1,6027,1,0.0353971477606634
0.0833333333333333,1,6027,1,0.0309725042905805
0,1,6027,1,0.019173455037026
0,1,6027,1,0.00294976231338862
0,1,6027,1,0.00147488115669431
0,1,6027,1,0.00589952462677723
0,1,6027,1,0.0103241680968602
0,1,6027,1,0.00294976231338862
0,1,6027,1,0.00442464347008292
0,1,6027,1,0.0103241680968602
0,1,6027,1,0.00737440578347154
0.0208333333333333,1,6027,1,0.0235980985071089
0,1,6027,1,0.00294976231338862
0,1,6027,1,0.00147488115669431
0,1,6027,1,0.0250729796638032
0,1,6027,1,0.0221232173504146
0,1,6027,1,0.00147488115669431
0,1,6027,1,0.0206483361937203
0,1,6027,1,0.00147488115669431
0.0208333333333333,1,6027,1,0.00589952462677723
0.0208333333333333,1,6027,1,0.0353971477606634
0,1,6027,1,0.00294976231338862
0.0625,1,6027,1,0.0442464347008292
0,1,6027,1,0.0147488115669431
0.0416666666666667,1,6027,1,0.0221232173504146
0.166666666666667,1,6027,1,0.0398217912307463
0,1,6027,1,0.019173455037026
0,1,6027,1,0.0162236927236374
0,1,6027,1,0.00442464347008292
0.0208333333333333,1,6027,1,0.0353971477606634
0,1,6027,1,0.0132739304102488
0,1,6027,1,0.0117990492535545
0,1,6027,1,0.00294976231338862
0,1,6027,1,0.00442464347008292
0,1,6027,1,0.00147488115669431
0,1,6027,1,0.00884928694016585
0,1,6027,1,0.00442464347008292
0,1,6027,1,0.038346910074052
0,1,6027,1,0.0339222666039691
0,1,6027,1,0.00147488115669431
0,1,6027,1,0.0147488115669431
0,1,6027,1,0.00884928694016585
0.0208333333333333,1,6027,1,0.0221232173504146
0,1,6027,1,0.00147488115669431
0.0208333333333333,1,6027,1,0.00442464347008292
0,1,6027,1,0.0132739304102488
0,1,6027,1,0.00147488115669431
0.0208333333333333,1,6027,1,0.0117990492535545
0,1,6027,1,0.00737440578347154
0,1,6027,1,0.00294976231338862
0.0208333333333333,1,6027,1,0.0147488115669431
0,1,6027,1,0.00294976231338862
0.270833333333333,1,6027,1,0.0707942955213268
0,1,6027,1,0.00442464347008292
0.0416666666666667,1,6027,1,0.0427715535441349
0.0416666666666667,1,6027,1,0.0280227419771918
0.0416666666666667,1,6027,1,0.0294976231338862
0.0625,1,6027,1,0.0294976231338862
0,1,6027,1,0.0162236927236374
0.0208333333333333,1,6027,1,0.0103241680968602
0,1,6027,1,0.057520365111078
0.0208333333333333,1,6027,1,0.0398217912307463
0.0208333333333333,1,6027,1,0.0162236927236374
0,1,6027,1,0.00442464347008292
0,1,6027,1,0.00147488115669431
0,1,6027,1,0.00737440578347154
0.0208333333333333,1,6027,1,0.0117990492535545
0.0416666666666667,1,6027,1,0.0176985738803317
0.0625,1,6027,1,0.0309725042905805
0,1,6027,1,0.0132739304102488
0,1,6027,1,0.0353971477606634
0.0416666666666667,1,6027,1,0.0265478608204975
